mode,task_suite,task_id,task_name,episode,initial_state_id,success,timeout,steps,policy_calls,sampled_action_chunks,avg_h,h_distribution_json,actual_wall_total_ms,policy_rpc_wall_total_ms,actual_episode_elapsed_total_ms,actual_policy_total_ms,actual_server_total_ms,actual_predictor_total_ms,actual_batched_teacher_total_ms,actual_contextual_fusion_total_ms,contextual_fusion_translation_disagreement_mean,contextual_fusion_rotation_disagreement_mean,contextual_fusion_gripper_conflict_rate,contextual_fusion_expert_gate_rate,contextual_fusion_phase_expert_rate,actual_harp_residual_total_ms,actual_harp_gripper_event_total_ms
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,337,337,1,0,274,22,22,12.272727272727273,"{""5"": 11, ""15"": 3, ""20"": 6, ""25"": 2}",2670.986991841346,2670.986991841346,13131.864635273814,2400.851121172309,2627.6409314014018,137.43958994746208,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,337,337,1,0,260,20,20,13.0,"{""5"": 8, ""10"": 1, ""15"": 3, ""20"": 7, ""25"": 1}",2443.914913572371,2443.914913572371,12684.554869774729,2194.695538841188,2404.516737908125,126.7280001193285,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,338,338,1,0,251,23,23,11.08695652173913,"{""5"": 13, ""15"": 3, ""20"": 6, ""25"": 1}",2768.1164359673858,2768.1164359673858,12921.919700223953,2487.5070159323514,2724.693181924522,142.35577220097184,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,338,338,1,0,251,20,20,13.0,"{""5"": 9, ""15"": 3, ""20"": 6, ""25"": 2}",2302.6232584379613,2302.6232584379613,12422.553142067045,2087.2355103492737,2267.190631479025,110.94962200149894,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,339,339,1,0,248,20,20,12.75,"{""5"": 9, ""15"": 4, ""20"": 5, ""25"": 2}",2393.2856344617903,2393.2856344617903,12356.07556765899,2145.2678879722953,2357.0747738704085,121.46375514566898,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,339,339,1,0,257,22,22,12.045454545454545,"{""5"": 11, ""15"": 4, ""20"": 5, ""25"": 2}",2628.7615159526467,2628.7615159526467,12886.430830694735,2366.357729770243,2588.3821467868984,133.26016813516617,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,340,340,1,0,246,16,16,15.3125,"{""5"": 5, ""15"": 3, ""20"": 5, ""25"": 3}",1857.5730454176664,1857.5730454176664,11732.215062715113,1673.8314824178815,1828.44643201679,91.78154030814767,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,340,340,1,0,243,17,17,13.823529411764707,"{""5"": 7, ""15"": 2, ""20"": 6, ""25"": 2}",2049.8985471203923,2049.8985471203923,11807.035971898586,1842.0023899525404,2017.9974436759949,104.15834188461304,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,341,341,1,0,244,19,19,13.157894736842104,"{""5"": 8, ""15"": 4, ""20"": 5, ""25"": 2}",2279.7019649297,2279.7019649297,12118.707465939224,2046.5816352516413,2245.826169382781,116.74489174038172,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,341,341,1,0,248,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2192.3182122409344,2192.3182122409344,12278.41953607276,1974.6046382933855,2159.6439918503165,109.99440588057041,nan,nan,nan,nan,nan,nan,nan,nan,nan
