mode,task_id,episode,initial_state_id,environment_step,selected_horizon,execution_horizon,wall_ms,policy_ms,server_ms,predictor_ms,batched_teacher_ms,harp_residual_ms,harp_gripper_event_ms,selector_json
ordered_transformer,0,336,336,10,25,25,99.65379163622856,92.1009317971766,97.3454280756414,5.2052331157028675,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.15958143770694733,0.1368253082036972,0.16201373934745789,0.22942142188549042,0.3121580183506012],""ordered_continuation_logits"":[1.6613454818725586,1.6374952793121338,1.2068085670471191,0.3079489767551422],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,35,15,15,90.97402170300484,85.37043677642941,89.22372991219163,2.81068729236722,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.14309433102607727,0.21593886613845825,0.31209614872932434,0.21546821296215057,0.11340229958295822],""ordered_continuation_logits"":[1.7898235321044922,1.087982177734375,0.05235276371240616,-0.6418716311454773],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,50,25,25,89.10425612702966,84.32837203145027,87.89072278887033,2.702687866985798,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12494148313999176,0.12343191355466843,0.21385326981544495,0.2185371369123459,0.31923624873161316],""ordered_continuation_logits"":[1.946445345878601,1.8065499067306519,0.9221470355987549,0.37897560000419617],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.05,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,75,15,15,96.47163283079863,89.66571185737848,94.86499382182956,2.9307417571544647,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.26986077427864075,0.2791922390460968,0.2891837954521179,0.10397855937480927,0.05778463929891586],""ordered_continuation_logits"":[0.9953291416168213,0.47944918274879456,-0.5809286236763,-0.5874616503715515],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.075,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,90,25,25,97.27371484041214,90.38819605484605,95.87603621184826,3.933156840503216,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.16595984995365143,0.051487457007169724,0.13716107606887817,0.30433303117752075,0.34105855226516724],""ordered_continuation_logits"":[1.6145356893539429,2.7212231159210205,1.548701286315918,0.11393150687217712],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.09,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,115,20,20,100.2864558249712,94.03603989630938,98.62732188776135,6.005756091326475,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.14876273274421692,0.1333923637866974,0.12203150242567062,0.4190632104873657,0.17675013840198517],""ordered_continuation_logits"":[1.7443382740020752,1.6829584836959839,1.5856481790542603,-0.8632846474647522],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.115,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,135,20,20,95.9363398142159,89.91466602310538,94.68345157802105,3.590709064155817,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.13271842896938324,0.17200146615505219,0.1580156534910202,0.312300443649292,0.22496405243873596],""ordered_continuation_logits"":[1.877134084701538,1.396811842918396,1.2237963676452637,-0.32802507281303406],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.135,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,155,20,20,95.16054904088378,88.9687049202621,93.97998498752713,2.888054121285677,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.13098135590553284,0.15373143553733826,0.20085804164409637,0.2928812503814697,0.2215479165315628],""ordered_continuation_logits"":[1.8923096656799316,1.537476897239685,0.9404594898223877,-0.27912840247154236],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.155,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,175,20,20,88.2356851361692,83.74143904075027,87.23450498655438,2.752783242613077,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10103268921375275,0.18304114043712616,0.23018454015254974,0.2889864146709442,0.19675524532794952],""ordered_continuation_logits"":[2.185802459716797,1.3638660907745361,0.7467955350875854,-0.38441911339759827],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.175,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,195,20,20,98.86686503887177,91.53055679053068,97.41125674918294,3.570547327399254,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1378566473722458,0.15840716660022736,0.19161798059940338,0.25921395421028137,0.2529042661190033],""ordered_continuation_logits"":[1.8332072496414185,1.4912347793579102,0.9830517768859863,-0.02464285120368004],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.195,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,215,20,20,96.90651437267661,89.87327013164759,95.62750812619925,3.510710783302784,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.20779255032539368,0.1775256097316742,0.1812814176082611,0.2209595888853073,0.2124408334493637],""ordered_continuation_logits"":[1.3382830619812012,1.241990089416504,0.871611475944519,-0.03931647166609764],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.215,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,235,20,20,110.69823615252972,102.91238501667976,109.06254407018423,6.160839926451445,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1133381575345993,0.1654852032661438,0.10765548050403595,0.35080796480178833,0.26271316409111023],""ordered_continuation_logits"":[2.0570876598358154,1.472002387046814,1.7402786016464233,-0.28917616605758667],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.235,""budget_fraction"":0.5}"
ordered_transformer,0,336,336,255,20,20,96.946245059371,90.25415824726224,95.38783505558968,3.5545961000025272,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12293677031993866,0.135563924908638,0.1375904530286789,0.32805588841438293,0.2758529484272003],""ordered_continuation_logits"":[1.9649089574813843,1.6992309093475342,1.4791417121887207,-0.1733158826828003],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.255,""budget_fraction"":0.5}"
ordered_midchunk_masked,0,336,336,10,25,25,107.44365584105253,99.5924947783351,105.83209013566375,5.712751764804125,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.15958143770694733,0.1368253082036972,0.16201373934745789,0.22942142188549042,0.3121580183506012],""ordered_continuation_logits"":[1.6613454818725586,1.6374952793121338,1.2068085670471191,0.3079489767551422],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,35,15,15,118.13599104061723,105.69017194211483,115.5277849175036,6.108353845775127,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.14309433102607727,0.21593886613845825,0.31209614872932434,0.21546821296215057,0.11340229958295822],""ordered_continuation_logits"":[1.7898235321044922,1.087982177734375,0.05235276371240616,-0.6418716311454773],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":15,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,50,25,25,119.92484610527754,107.52272419631481,118.02858300507069,6.067072972655296,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.12494148313999176,0.12343191355466843,0.21385326981544495,0.2185371369123459,0.31923624873161316],""ordered_continuation_logits"":[1.946445345878601,1.8065499067306519,0.9221470355987549,0.37897560000419617],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.05,""budget_fraction"":0.5,""midchunk_checked"":true,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":20,""midchunk_check_schedule"":""gripper_event"",""midchunk_environment_step"":70,""midchunk_monitor_ms"":0.35882508382201195,""midchunk_monitor"":{""replan_gain"":-0.05584973096847534,""threshold"":0.027104230597615242,""replan"":false,""variant"":""masked""}}"
ordered_midchunk_masked,0,336,336,75,15,15,118.88556182384491,106.92554293200374,117.11817514151335,6.075101904571056,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.26986077427864075,0.2791922390460968,0.2891837954521179,0.10397855937480927,0.05778463929891586],""ordered_continuation_logits"":[0.9953291416168213,0.47944918274879456,-0.5809286236763,-0.5874616503715515],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.075,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":15,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,90,25,25,122.07758286967874,108.81166672334075,120.18660316243768,6.297402083873749,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.16595984995365143,0.051487457007169724,0.13716107606887817,0.30433303117752075,0.34105855226516724],""ordered_continuation_logits"":[1.6145356893539429,2.7212231159210205,1.548701286315918,0.11393150687217712],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.09,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,115,20,20,121.77348090335727,109.48910005390644,119.93208760395646,6.249706726521254,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.14876273274421692,0.1333923637866974,0.12203150242567062,0.4190632104873657,0.17675013840198517],""ordered_continuation_logits"":[1.7443382740020752,1.6829584836959839,1.5856481790542603,-0.8632846474647522],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.115,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,135,20,20,120.74342742562294,108.59147273004055,118.79320908337831,6.140577141195536,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.13271842896938324,0.17200146615505219,0.1580156534910202,0.312300443649292,0.22496405243873596],""ordered_continuation_logits"":[1.877134084701538,1.396811842918396,1.2237963676452637,-0.32802507281303406],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.135,""budget_fraction"":0.5,""midchunk_checked"":true,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":10,""midchunk_check_schedule"":""gripper_event"",""midchunk_environment_step"":145,""midchunk_monitor_ms"":0.29673706740140915,""midchunk_monitor"":{""replan_gain"":-0.2712496519088745,""threshold"":0.027104230597615242,""replan"":false,""variant"":""masked""}}"
ordered_midchunk_masked,0,336,336,155,20,20,122.92537419125438,110.03441922366619,121.0553478449583,6.276320666074753,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.13098135590553284,0.15373143553733826,0.20085804164409637,0.2928812503814697,0.2215479165315628],""ordered_continuation_logits"":[1.8923096656799316,1.537476897239685,0.9404594898223877,-0.27912840247154236],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.155,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,175,20,20,120.1740987598896,107.72394202649593,118.45041392371058,6.22799014672637,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.10103268921375275,0.18304114043712616,0.23018454015254974,0.2889864146709442,0.19675524532794952],""ordered_continuation_logits"":[2.185802459716797,1.3638660907745361,0.7467955350875854,-0.38441911339759827],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.175,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,195,20,15,120.6618589349091,108.6641950532794,119.03769103810191,6.171541754156351,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.1378566473722458,0.15840716660022736,0.19161798059940338,0.25921395421028137,0.2529042661190033],""ordered_continuation_logits"":[1.8332072496414185,1.4912347793579102,0.9830517768859863,-0.02464285120368004],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.195,""budget_fraction"":0.5,""midchunk_checked"":true,""replanned_early"":true,""nominal_horizon"":20,""midchunk_check_after"":15,""midchunk_check_schedule"":""gripper_event"",""midchunk_environment_step"":210,""midchunk_monitor_ms"":0.21294597536325455,""midchunk_monitor"":{""replan_gain"":0.05267052352428436,""threshold"":0.027104230597615242,""replan"":true,""variant"":""masked""}}"
ordered_midchunk_masked,0,336,336,210,25,25,119.65078115463257,107.25398221984506,117.77750309556723,5.962989758700132,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.13303129374980927,0.10303869098424911,0.2114294320344925,0.2316528707742691,0.3208475708961487],""ordered_continuation_logits"":[1.8744182586669922,2.003371477127075,0.960563063621521,0.32572612166404724],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.21,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,235,20,20,119.76958205923438,108.30913996323943,118.0167798884213,6.293447222560644,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.11351253092288971,0.1266280859708786,0.11333189159631729,0.4084443747997284,0.2380831390619278],""ordered_continuation_logits"":[2.0553536415100098,1.7918789386749268,1.7412949800491333,-0.5397359728813171],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.235,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,336,336,255,20,14,121.84467818588018,109.67196710407734,119.94812684133649,6.460047326982021,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.129797101020813,0.14239859580993652,0.1351832002401352,0.32595065236091614,0.2666703760623932],""ordered_continuation_logits"":[1.9027539491653442,1.6314018964767456,1.4779243469238281,-0.20073267817497253],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.255,""budget_fraction"":0.5,""midchunk_checked"":true,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":5,""midchunk_check_schedule"":""gripper_event"",""midchunk_environment_step"":260,""midchunk_monitor_ms"":0.20165694877505302,""midchunk_monitor"":{""replan_gain"":-0.03940337896347046,""threshold"":0.027104230597615242,""replan"":false,""variant"":""masked""}}"
ordered_midchunk_masked,0,337,337,10,25,25,124.16658876463771,110.33405596390367,121.48242071270943,6.304312031716108,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.15854410827159882,0.14919519424438477,0.16733062267303467,0.2269178181886673,0.29801225662231445],""ordered_continuation_logits"":[1.6691007614135742,1.5347070693969727,1.1432933807373047,0.2725468575954437],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,35,15,15,121.1299798451364,108.09279093518853,118.76716278493404,5.863663740456104,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.14308680593967438,0.219169482588768,0.3117322623729706,0.22181691229343414,0.1041945368051529],""ordered_continuation_logits"":[1.78988516330719,1.0680912733078003,0.044787801802158356,-0.755592405796051],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":15,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,50,25,25,118.91292920336127,107.71830473095179,117.10398830473423,6.451429333537817,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.11002004146575928,0.12327545881271362,0.23036828637123108,0.23287661373615265,0.3034595847129822],""ordered_continuation_logits"":[2.09053635597229,1.8276801109313965,0.8450818657875061,0.2647397220134735],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.05,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,75,15,15,119.05402084812522,107.14980401098728,117.41339089348912,6.051105912774801,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.21535126864910126,0.24271167814731598,0.32822057604789734,0.12067143619060516,0.09304502606391907],""ordered_continuation_logits"":[1.2929656505584717,0.8032755851745605,-0.42903566360473633,-0.25998780131340027],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.075,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":15,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,90,10,10,119.80371968820691,107.03546460717916,117.87577392533422,6.3189310021698475,nan,nan,nan,"{""raw_horizon"":10,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.20278890430927277,0.3252476751804352,0.20941881835460663,0.14521904289722443,0.11732558161020279],""ordered_continuation_logits"":[1.368954062461853,0.3723144829273224,0.22608482837677002,-0.21329042315483093],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.09,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":10,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,100,25,25,121.28187622874975,109.02908397838473,119.45535894483328,6.241219118237495,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.18859916925430298,0.06050238385796547,0.13265927135944366,0.2696737051010132,0.3485654592514038],""ordered_continuation_logits"":[1.4591381549835205,2.518587589263916,1.5390914678573608,0.2566133439540863],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.1,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,125,20,20,121.25895405188203,109.06288493424654,119.4482957944274,6.166187580674887,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.1054375022649765,0.22877785563468933,0.17383809387683868,0.32708755135536194,0.16485899686813354],""ordered_continuation_logits"":[2.138216495513916,1.0682148933410645,1.0402456521987915,-0.6851373910903931],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.125,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,145,20,20,121.31635332480073,108.49741799756885,119.38599403947592,6.304403766989708,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.1555364578962326,0.15780258178710938,0.1498536914587021,0.2980205714702606,0.23878668248653412],""ordered_continuation_logits"":[1.6918213367462158,1.4704959392547607,1.27597975730896,-0.2215920090675354],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.145,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,165,20,20,119.84535306692123,107.59115498512983,118.01759013906121,6.138848140835762,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.11899925768375397,0.1420258730649948,0.20204618573188782,0.28125450015068054,0.2556741535663605],""ordered_continuation_logits"":[2.001941204071045,1.649254560470581,0.9773687124252319,-0.09535625576972961],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.165,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,185,20,20,120.87156483903527,109.21608563512564,119.29344991222024,6.066600792109966,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.1028466671705246,0.14582222700119019,0.18157853186130524,0.30522412061691284,0.26452842354774475],""ordered_continuation_logits"":[2.165987730026245,1.639458179473877,1.143513798713684,-0.14309772849082947],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.185,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,205,25,25,120.97307806834579,108.1172851845622,119.0612050704658,6.210526917129755,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.14689116179943085,0.13790488243103027,0.162733256816864,0.2656412720680237,0.28682950139045715],""ordered_continuation_logits"":[1.759195327758789,1.6460036039352417,1.2222880125045776,0.07674115896224976],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.205,""budget_fraction"":0.5,""midchunk_checked"":true,""replanned_early"":false,""nominal_horizon"":25,""midchunk_check_after"":10,""midchunk_check_schedule"":""gripper_event"",""midchunk_environment_step"":215,""midchunk_monitor_ms"":0.2808328717947006,""midchunk_monitor"":{""replan_gain"":-0.1443483978509903,""threshold"":0.027104230597615242,""replan"":false,""variant"":""masked""}}"
ordered_midchunk_masked,0,337,337,230,20,20,122.60171910747886,109.96139282360673,120.82644691690803,6.295798812061548,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.13244859874248505,0.08994905650615692,0.11819016188383102,0.38498976826667786,0.2744223177433014],""ordered_continuation_logits"":[1.879480242729187,2.1569719314575195,1.719053864479065,-0.3385485112667084],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.23,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,0,337,337,250,20,20,122.00801679864526,109.87245012074709,120.10534899309278,5.95796387642622,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.1246921643614769,0.17017513513565063,0.1126776784658432,0.3542519509792328,0.23820309340953827],""ordered_continuation_logits"":[1.9487277269363403,1.421557903289795,1.6597437858581543,-0.3968847692012787],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.25,""budget_fraction"":0.5,""midchunk_checked"":true,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":15,""midchunk_check_schedule"":""gripper_event"",""midchunk_environment_step"":265,""midchunk_monitor_ms"":0.22204918786883354,""midchunk_monitor"":{""replan_gain"":-0.36204636096954346,""threshold"":0.027104230597615242,""replan"":false,""variant"":""masked""}}"
ordered_transformer,0,337,337,10,25,25,123.6159959807992,111.25410394743085,121.40163499861956,6.271927151829004,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.15854410827159882,0.14919519424438477,0.16733062267303467,0.2269178181886673,0.29801225662231445],""ordered_continuation_logits"":[1.6691007614135742,1.5347070693969727,1.1432933807373047,0.2725468575954437],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5}"
ordered_transformer,0,337,337,35,15,15,124.42851811647415,110.62475200742483,122.29337729513645,6.328831892460585,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.14308680593967438,0.219169482588768,0.3117322623729706,0.22181691229343414,0.1041945368051529],""ordered_continuation_logits"":[1.78988516330719,1.0680912733078003,0.044787801802158356,-0.755592405796051],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5}"
