coarse_num_steps,full_acot_ms_mean,full_acot_ms_std,speedup_vs_coarse10_pct,cached_coarse_override_ms_mean,true_entropy_segment_skip_ms_mean,full_to_cached_speedup_pct
10,73.81813834110896,1.1303448173541797,0.0,56.35955426841974,73.71630175660054,23.650805161211462
7,67.41823027531306,0.8224732016701396,8.669831303821729,55.449080895632505,67.39301400259137,17.753579900870488
5,63.225869461894035,0.7431232586130301,14.349141169435509,54.76564188798269,63.19211769849062,13.38095884788154
3,60.316416497031845,0.9593753669193925,18.290520659958275,55.16243865092596,60.17193182061116,8.544900618158435
1,57.10195198034247,0.7871267979611152,22.645093382770032,55.43385410681367,57.1373296280702,2.921262436182648
