mode,task_suite,task_id,task_name,episode,initial_state_id,success,timeout,steps,policy_calls,sampled_action_chunks,avg_h,h_distribution_json,actual_wall_total_ms,policy_rpc_wall_total_ms,actual_episode_elapsed_total_ms,actual_policy_total_ms,actual_server_total_ms,actual_predictor_total_ms,actual_batched_teacher_total_ms,actual_contextual_fusion_total_ms,contextual_fusion_translation_disagreement_mean,contextual_fusion_rotation_disagreement_mean,contextual_fusion_gripper_conflict_rate,contextual_fusion_expert_gate_rate,contextual_fusion_phase_expert_rate,actual_harp_residual_total_ms,actual_harp_gripper_event_total_ms
ordered_feedback_current,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,343,343,1,0,240,10,10,24.0,"{""20"": 2, ""25"": 8}",1218.2826502248645,1218.2826502248645,6523.6636297777295,1092.7968095056713,1199.6482405811548,63.95304948091507,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,343,343,1,0,240,10,10,24.0,"{""20"": 2, ""25"": 8}",1242.2721907496452,1242.2721907496452,6682.600779924542,1114.9017186835408,1222.6625881157815,64.35869401320815,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,344,344,1,0,242,10,10,24.0,"{""20"": 2, ""25"": 8}",1222.7480486035347,1222.7480486035347,6570.210324134678,1101.1102828197181,1204.2328915558755,62.25125677883625,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,344,344,1,0,242,10,10,24.0,"{""20"": 2, ""25"": 8}",1239.0542062930763,1239.0542062930763,6580.464038066566,1112.2553115710616,1220.7065327093005,64.80248365551233,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,345,345,1,0,256,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1347.9342814534903,1347.9342814534903,6913.631243631244,1212.8793210722506,1328.220361378044,69.36709210276604,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,345,345,1,0,256,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1357.3335246182978,1357.3335246182978,6918.441469781101,1218.78043981269,1337.392731104046,71.7259063385427,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,336,336,1,0,241,11,11,23.181818181818183,"{""10"": 1, ""20"": 1, ""25"": 9}",1213.7469691224396,1213.7469691224396,7811.02947704494,1106.9545024074614,1196.2542990222573,58.430719655007124,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,336,336,1,0,225,10,10,21.5,"{""10"": 2, ""20"": 1, ""25"": 7}",1000.9333402849734,1000.9333402849734,7363.681191112846,926.1904819868505,987.0964167639613,42.31415083631873,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,337,337,1,0,227,10,10,23.5,"{""20"": 3, ""25"": 7}",1056.2923904508352,1056.2923904508352,7655.6966989301145,965.7144965603948,1040.9540925174952,48.20885183289647,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,337,337,1,0,226,10,10,22.0,"{""10"": 1, ""20"": 3, ""25"": 6}",1093.4642744250596,1093.4642744250596,7541.124576702714,996.0029530338943,1077.329147607088,53.36060328409076,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,338,338,1,0,232,10,10,24.0,"{""20"": 2, ""25"": 8}",1169.72775477916,1169.72775477916,7648.423954844475,1057.5707568787038,1151.7382860183716,61.48057570680976,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,338,338,1,0,232,10,10,24.0,"{""20"": 2, ""25"": 8}",1220.070708077401,1220.070708077401,7672.8649297729135,1094.777148682624,1199.8330475762486,62.81088478863239,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current,libero_10,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,339,339,0,1,1000,46,46,21.52173913043478,"{""20"": 32, ""25"": 14}",5429.593771230429,5429.593771230429,22849.650186952204,4906.204305589199,5348.2763026840985,270.79482143744826,nan,nan,nan,nan,nan,nan,nan,nan,nan
