mode,task_id,episodes,success_rate,timeout_rate,calls_per_episode,successful_calls_per_episode,timeout_calls_per_episode,sampled_action_chunks_per_episode,avg_h,h_distribution,actual_wall_ms_per_episode,policy_rpc_wall_ms_per_episode,policy_rpc_wall_ms_per_call,successful_policy_rpc_wall_ms_per_episode,timeout_policy_rpc_wall_ms_per_episode,actual_episode_elapsed_ms_per_episode,actual_episode_elapsed_episodes,successful_episode_elapsed_ms_per_episode,timeout_episode_elapsed_ms_per_episode,actual_policy_ms_per_episode,policy_ms_per_call,successful_policy_ms_per_episode,timeout_policy_ms_per_episode,actual_server_ms_per_episode,server_ms_per_call,predictor_ms_per_episode,predictor_ms_per_call,batched_teacher_ms_per_episode
fixed_h9,8,20,0.95,0.05,51.4,48.31578947368421,110.0,51.4,9.0,"{""9"": 1028}",5449.607253924478,5449.607253924478,106.02348743043731,5096.597794137013,12156.786989886314,14391.729019960621,20,13652.284314433162,28441.178424982354,4906.9462716637645,95.46588077166857,4592.51317353674,10881.175136077218,5390.435307001462,104.87228223738254,nan,nan,nan
fixed_h9,9,20,0.95,0.05,34.95,31.0,110.0,34.95,9.0,"{""9"": 699}",3673.3007057511713,3673.3007057511713,105.10159386984753,3290.7562472514414,10941.645417246036,12289.492182462709,20,11428.477845277244,28648.764588986523,3310.0979937589727,94.70952771842555,2960.178686679635,9958.56482826639,3633.515378058655,103.96324400740072,nan,nan,nan
